job_id,title_clean,company_clean,location_clean,role_category,remote_type,source,category,job_type,publication_date,salary,url,collected_at
adzuna_5696977340,Data Analyst,Stripe,Canada,Data Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5696977340?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5716248789,Data Analyst,Westland Insurance Group Ltd.,"Surrey, Greater Vancouver",Data Analyst,Hybrid,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5716248789?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5721992379,Data Analyst,Vretta,"Toronto, Ontario",Data Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5721992379?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5715109164,Data Analyst,Keller,"Sainte-Julie, Lajemmerais",Data Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5715109164?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5714857874,Data Analyst,GEO-Instruments,"Sainte-Julie, Lajemmerais",Data Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5714857874?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_4801371680,Data Analyst,Central Business Solutions,"Verdun, Montréal",Data Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/4801371680?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5609227776,Data Analyst,Bird Construction,"Calgary, Calgary region",Data Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5609227776?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5716185094,Data Analyst,the Council,"Downtown, Edmonton",Data Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5716185094?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5708902927,Data Analyst,The CSL Group Inc,"Westmount, Montréal",Data Analyst,Not Specified,Adzuna,IT Jobs,permanent,,None - None,https://www.adzuna.ca/details/5708902927?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5717286331,Data Analyst,University of British Columbia,"Greater Vancouver, British Columbia",Data Analyst,Not Specified,Adzuna,Scientific & QA Jobs,Not Specified,,6251 - 8986,https://www.adzuna.ca/details/5717286331?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5721975626,Data Analyst,Jobgether,Canada,Data Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,65500 - 80250,https://www.adzuna.ca/details/5721975626?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5650423213,Data Analyst,VersaBank,"London, Middlesex",Data Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5650423213?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5720792898,Data Analyst,Tucows,Canada,Data Analyst,Remote,Adzuna,IT Jobs,Not Specified,,79650 - 88500,https://www.adzuna.ca/details/5720792898?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5720273657,Data Analyst,Tucows,"Toronto, Ontario",Data Analyst,Remote,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5720273657?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5657181242,Data Analyst,Insight Global,"Toronto, Ontario",Data Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5657181242?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5725299967,Data Analyst,Shell,Canada,Data Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5725299967?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5721528732,Data Analyst,COSMO,"Toronto, Ontario",Data Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5721528732?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5701265972,Data Analyst,Independent Mechanical Supply Inc.,"Toronto, Ontario",Data Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5701265972?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5718161437,Data Analyst,Acquird.io,"Toronto, Ontario",Data Analyst,Not Specified,Adzuna,Accounting & Finance Jobs,Not Specified,,70000 - 80000,https://www.adzuna.ca/details/5718161437?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5716249000,Data Analyst,Durham Community Health Centre,"Oshawa, Durham region",Data Analyst,Not Specified,Adzuna,Healthcare & Nursing Jobs,contract,,None - None,https://www.adzuna.ca/details/5716249000?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5696971883,Data Analyst,Axya,"Montréal, Québec",Data Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5696971883?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5725052152,Data Analyst,Axya,Canada,Data Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5725052152?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5700474043,Data Analyst,CI Financial,"Toronto, Ontario",Data Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,55000 - 95000,https://www.adzuna.ca/details/5700474043?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5713923647,Data Analyst,Rakuten Kobo Inc.,"Toronto, Ontario",Data Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5713923647?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5720779970,Data Analyst,Cars.com,Canada,Data Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,65500 - 80250,https://www.adzuna.ca/details/5720779970?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5701683644,Data Analyst,Tipalti,"Toronto, Ontario",Data Analyst,Not Specified,Adzuna,Sales Jobs,Not Specified,,87000 - 108500,https://www.adzuna.ca/details/5701683644?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5696981746,Data Analyst,FanDuel,"Toronto, Ontario",Data Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,74000 - 92000,https://www.adzuna.ca/details/5696981746?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5711175452,Data Analyst,First Nations Financial Management Board,"Greater Vancouver, British Columbia",Data Analyst,Not Specified,Adzuna,Consultancy Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5711175452?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5711165981,Data Analyst,First Nations Financial Management Board,"Winnipeg region, Manitoba",Data Analyst,Not Specified,Adzuna,Consultancy Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5711165981?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5713887246,Data Analyst,PC Financial,"Toronto, Ontario",Data Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,52000 - 71500,https://www.adzuna.ca/details/5713887246?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5707625778,Analyste Data/Data Analyst,IQVIA,"Kirkland, Montréal",Data Analyst,Hybrid,Adzuna,Healthcare & Nursing Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5707625778?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5703324123,Data Analyst JP890,P@thlion Staffing Careers,"Edmonton, Edmonton region",Data Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5703324123?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5694974209,Senior Data Analyst,Scene+,"King and Spadina, City of Toronto",Data Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5694974209?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5719156216,Senior Data Analyst,Mercor,"Toronto, Ontario",Data Analyst,Remote,Adzuna,IT Jobs,contract,,None - None,https://www.adzuna.ca/details/5719156216?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5613284018,Data Analyst - Temporary,Aviso Wealth,"Commerce Court, City of Toronto",Data Analyst,Not Specified,Adzuna,Accounting & Finance Jobs,contract,,75000 - 85000,https://www.adzuna.ca/details/5613284018?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5556122996,HR Data Analyst,Insight Global,"Calgary, Calgary region",Data Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5556122996?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5720743106,Senior Data Analyst,Best Buy Canada,Canada,Data Analyst,Remote,Adzuna,IT Jobs,Not Specified,,100000 - 106000,https://www.adzuna.ca/details/5720743106?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5715712479,"Data Analyst, Excel",STRIVE Recruitment,"Calgary, Calgary region",Data Analyst,Hybrid,Adzuna,IT Jobs,permanent,,60000 - 60000,https://www.adzuna.ca/details/5715712479?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5725297777,Data Analyst 1,Pattison Food Group,Canada,Data Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,74029 - 92536,https://www.adzuna.ca/details/5725297777?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5707025923,Marketing Data Analyst,MacDonald Search Group,"Ottawa, Ottawa region",Data Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,92000 - 102000,https://www.adzuna.ca/details/5707025923?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5704756226,CRM Data Analyst,Releady,"Toronto, Ontario",Data Analyst,Not Specified,Adzuna,IT Jobs,contract,,None - None,https://www.adzuna.ca/details/5704756226?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5709615203,Senior Data Analyst,HomeEquity Bank,Canada,Data Analyst,Not Specified,Adzuna,Accounting & Finance Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5709615203?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5698901746,Senior Data Analyst,Olsen,Canada,Data Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5698901746?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5709589785,Senior Data Analyst,Carfax,"London, Middlesex",Data Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,81500 - 119000,https://www.adzuna.ca/details/5709589785?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5688289434,Master Data Analyst,Insight Global,"Toronto, Ontario",Data Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5688289434?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5709621803,Senior Data Analyst,Bird Construction,"Calgary, Calgary region",Data Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5709621803?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5717330311,Data Analyst (Remote),Angela,"Greater Vancouver, British Columbia",Data Analyst,Remote,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5717330311?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5725716461,Senior Data Analyst,Scene+,"Toronto, Ontario",Data Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5725716461?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5628304413,Senior Data Analyst,Array,Canada,Data Analyst,Remote,Adzuna,IT Jobs,contract,,None - None,https://www.adzuna.ca/details/5628304413?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5677312472,Associate Data Analyst,Atlantic Cultivation,"St. John's, Conception Bay - St. Johns",Data Analyst,Not Specified,Adzuna,Retail Jobs,Not Specified,,50000 - 60000,https://www.adzuna.ca/details/5677312472?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5724452889,CEDRN Data Analyst,University of British Columbia,"Greater Vancouver, British Columbia",Data Analyst,Not Specified,Adzuna,Scientific & QA Jobs,Not Specified,,6088 - 6966,https://www.adzuna.ca/details/5724452889?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5726113581,Azure Data Analyst,CGI,"Toronto, Ontario",Data Analyst,Hybrid,Adzuna,IT Jobs,Not Specified,,80000 - 130000,https://www.adzuna.ca/details/5726113581?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5696863689,Senior Data Analyst,Alquemy,"Greater Vancouver, British Columbia",Data Analyst,On-site,Adzuna,IT Jobs,contract,,124800 - 145600,https://www.adzuna.ca/details/5696863689?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5702755859,Enterprise Data Analyst,Pure Flavor,"Wheatley, Chatham-Kent",Data Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,72000 - 85000,https://www.adzuna.ca/details/5702755859?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5262971415,Senior Data Analyst,KIMARU Talent,"Toronto, Ontario",Data Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5262971415?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5696900143,Intermediate Data Analyst,J.D. Irving,"Dartmouth, Halifax region",Data Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5696900143?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5696014377,Business Data Analyst,S&C Electric Company,"Etobicoke, Toronto",Data Analyst,Not Specified,Adzuna,Scientific & QA Jobs,Not Specified,,79770 - 105966,https://www.adzuna.ca/details/5696014377?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5672251389,Senior Data Analyst,KOHO,Canada,Data Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,110000 - 130000,https://www.adzuna.ca/details/5672251389?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5678310926,Dialer & Data Analyst,RBGlobal,"Burnaby, Greater Vancouver",Data Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5678310926?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5595944615,Senior Data Analyst,Felix,"Toronto, Ontario",Data Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,85000 - 115000,https://www.adzuna.ca/details/5595944615?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5696833031,"Data Analyst, HR",The Salvation Army,"Toronto, Ontario",Data Analyst,Not Specified,Adzuna,HR & Recruitment Jobs,contract,,85321 - 106641,https://www.adzuna.ca/details/5696833031?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5725056809,Jr Data Analyst,CRWN.AI,"Kelowna, Central Okanagan",Data Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5725056809?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5664125483,Data Analyst (Hybrid),Morgan Stanley,"Montréal, Québec",Data Analyst,Hybrid,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5664125483?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5718143651,Marketing Data Analyst,OLIVER Agency,"Toronto, Ontario",Data Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,76500 - 85500,https://www.adzuna.ca/details/5718143651?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5693737615,Business Data Analyst,LawDepot,"Edmonton, Edmonton region",Data Analyst,Not Specified,Adzuna,IT Jobs,permanent,,None - None,https://www.adzuna.ca/details/5693737615?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5708621591,Senior Data Analyst,FanDuel,"Toronto, Ontario",Data Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,88000 - 110000,https://www.adzuna.ca/details/5708621591?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5716248757,Business Data Analyst,Carfax,"London, Middlesex",Data Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5716248757?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5717779826,Marketing Data Analyst,OLIVER Agency - North America,"Toronto, Ontario",Data Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5717779826?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
